id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1355591181644791814,1355591181644791814,2021-01-30 19:58:18 CET,2021-01-30,19:58:18,+0200,895929863521095680,tradeflags,TradeFlags,,"#GIndustry #SELL WK4 $PNC, $TCF, $FITB, $CFG, $HBAN  #Banks #Financial $KBE $IAT #growthstocks #stocks #finance #investment  https://t.co/NvcVYSz5DW  https://t.co/uynpcw1pLd",in,[],['https://tinyurl.com/y5z4t3av'],['https://pbs.twimg.com/media/EtAG_q7XIAID_vY.png'],0,0,0,"['gindustry', 'sell', 'banks', 'financial', 'growthstocks', 'stocks', 'finance', 'investment']","['pnc', 'tcf', 'fitb', 'cfg', 'hban', 'kbe', 'iat']",https://twitter.com/TradeFlags/status/1355591181644791814,False,,1,https://pbs.twimg.com/media/EtAG_q7XIAID_vY.png,,,,,,,[],,,,
1355531227764293632,1355531227764293632,2021-01-30 16:00:03 CET,2021-01-30,16:00:03,+0200,121370906,chartmill,ChartMill,,"$FITB: The short term is neutral, but the long term trend is still positive. Not much to worry about for now.  https://t.co/hlXk5rqAjf  https://t.co/0edw1smgU3",en,[],['https://www.chartmill.com/stock/analyzer/stock/FITB?key=bdd92955-37e0-4b6d-9021-d4993000f339&utm_source=twitterUS&utm_medium=TA&utm_content=FITB&utm_campaign=social_tracking'],['https://pbs.twimg.com/media/Es_Qd_8XUAQktXW.png'],0,0,0,[],['fitb'],https://twitter.com/ChartMill/status/1355531227764293632,False,,1,https://pbs.twimg.com/media/Es_Qd_8XUAQktXW.png,,,,,,,[],,,,
1355490311385075714,1355490311385075714,2021-01-30 13:17:28 CET,2021-01-30,13:17:28,+0200,1184025479084331008,mehabecapital,Jeremy,,"Notable gainers among liquid option names this morning include $XL (+9.6%), $FSLR (+7.2%), $WBA (+7.1%), $DNB (+6.2%), and $FITB (+5.8%),",en,[],[],[],0,0,0,[],"['xl', 'fslr', 'wba', 'dnb', 'fitb']",https://twitter.com/mehabecapital/status/1355490311385075714,False,,0,,,,,,,,[],,,,
1355342873206505472,1355342873206505472,2021-01-30 03:31:36 CET,2021-01-30,03:31:36,+0200,586116334,askwarrenbuffet,Ask Warren HQ,,$AAPL CEO To Confirm Share Buy Back Program To Begin As Early As This Week  https://t.co/Mv3xmUJu9A  $AIG $FITB $BBD $PBCT $GRNH $SO,en,[],['https://askwarrenhq.blogspot.com/p/breaking-news.html'],[],1,0,1,[],"['aapl', 'aig', 'fitb', 'bbd', 'pbct', 'grnh', 'so']",https://twitter.com/askwarrenbuffet/status/1355342873206505472,False,,0,,,,,,,,[],,,,
1355197988642168833,1355197988642168833,2021-01-29 17:55:53 CET,2021-01-29,17:55:53,+0200,2422703600,swingtradebot,SwingTradeBot,,Rose Above Previous Day's High today: $XEC $RUSHA $TWTR $GLDI $WHLR $NMCI $FITB $FDM $GSLD $CMPS $CEVA $LTPZ $KRC $SON $ODP $KMF $PSTX $VFF $BGB $RESN ...  https://t.co/TBYRpvrFqi,en,[],['https://swingtradebot.com/alerts/42-rose-above-previous-day-s-high'],[],0,0,2,[],"['xec', 'rusha', 'twtr', 'gldi', 'whlr', 'nmci', 'fitb', 'fdm', 'gsld', 'cmps', 'ceva', 'ltpz', 'krc', 'son', 'odp', 'kmf', 'pstx', 'vff', 'bgb', 'resn']",https://twitter.com/SwingTradeBot/status/1355197988642168833,False,,0,,,,,,,,[],,,,
1355168894617575427,1355168894617575427,2021-01-29 16:00:16 CET,2021-01-29,16:00:16,+0200,56678999,marketcycles,Stock Traders Daily,,How to trade Fifth Third Bancorp $FITB With Risk Controls  https://t.co/sQZFXOeXTF  https://t.co/yqP9QJ0F8h,en,[],['https://tinyurl.com/yytp5jun'],['https://pbs.twimg.com/media/Es6G7WaXIAAGTZS.png'],0,0,0,[],['fitb'],https://twitter.com/marketcycles/status/1355168894617575427,False,,1,https://pbs.twimg.com/media/Es6G7WaXIAAGTZS.png,,,,,,,[],,,,
1354825787468345344,1354825787468345344,2021-01-28 17:16:53 CET,2021-01-28,17:16:53,+0200,975337043944407040,finscreener_com,Finscreener,,Current Strong Buy S&amp;P 500 Earnings Ratings for Banks: $HBAN $MTB $SIVB $FITB $HBAN  https://t.co/kM4vYpDYTK  https://t.co/08nYyGangI,en,[],['https://www.finscreener.com/earnings/earnings-ratings/sp500'],['https://pbs.twimg.com/media/Es1O38NXEAAS_Em.png'],0,0,0,[],"['hban', 'mtb', 'sivb', 'fitb', 'hban']",https://twitter.com/Finscreener_com/status/1354825787468345344,False,,1,https://pbs.twimg.com/media/Es1O38NXEAAS_Em.png,,,,,,,[],,,,
1354807712987533324,1354807712987533324,2021-01-28 16:05:04 CET,2021-01-28,16:05:04,+0200,2422703600,swingtradebot,SwingTradeBot,,Rose Above Previous Day's High today: $TYL $LHX $CARR $AME $STE $VMC $HAL $QMCO $V $AIZ $ACB $FITB $ESNT $AX $PYPL $MTBC $AUB $SIX $ATKR $BBAR ...  https://t.co/TBYRpva41I,en,[],['https://swingtradebot.com/alerts/42-rose-above-previous-day-s-high'],[],0,0,0,[],"['tyl', 'lhx', 'carr', 'ame', 'ste', 'vmc', 'hal', 'qmco', 'v', 'aiz', 'acb', 'fitb', 'esnt', 'ax', 'pypl', 'mtbc', 'aub', 'six', 'atkr', 'bbar']",https://twitter.com/SwingTradeBot/status/1354807712987533324,False,,0,,,,,,,,[],,,,
1354807604438941701,1354807604438941701,2021-01-28 16:04:38 CET,2021-01-28,16:04:38,+0200,895929863521095680,tradeflags,TradeFlags,,"#GSector #SELL WK3 $CFR, $PNC, $WFC, $IVZ, $NTRS, $HBAN, $RDN, $SIVB, $SC, $FITB  #Financial #FinancialServices $FAS $FAZ $XLF $IYG #growthstocks #stocks #finance #investment  https://t.co/7c7IJb4QqN  https://t.co/jKrbis0K87",in,[],['https://tinyurl.com/y2h8fdnm'],['https://pbs.twimg.com/media/Es0-Vc7VkAk8KMh.png'],0,0,0,"['gsector', 'sell', 'financial', 'financialservices', 'growthstocks', 'stocks', 'finance', 'investment']","['cfr', 'pnc', 'wfc', 'ivz', 'ntrs', 'hban', 'rdn', 'sivb', 'sc', 'fitb', 'fas', 'faz', 'xlf', 'iyg']",https://twitter.com/TradeFlags/status/1354807604438941701,False,,1,https://pbs.twimg.com/media/Es0-Vc7VkAk8KMh.png,,,,,,,[],,,,
1354683745404481543,1354683745404481543,2021-01-28 07:52:28 CET,2021-01-28,07:52:28,+0200,374729426,tickeron,Tickeron,,"$FITB enters a Downtrend because Momentum Indicator dropped below the 0 level on January 22, 2021. View odds for this and other indicators:  https://t.co/8HkJeJAzlu #FifthThirdBan #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today  https://t.co/PMeQ35T9k7",en,[],['https://srnk.us/go/2492260'],['https://pbs.twimg.com/media/EszNr5YU4AAaJ0t.png'],0,0,2,"['fifththirdban', 'stockmarket', 'stock', 'technicalanalysis', 'money', 'trading', 'investing', 'daytrading', 'news', 'today']",['fitb'],https://twitter.com/Tickeron/status/1354683745404481543,False,,1,https://pbs.twimg.com/media/EszNr5YU4AAaJ0t.png,,,,,,,[],,,,
1354585044594126850,1354585044594126850,2021-01-28 01:20:16 CET,2021-01-28,01:20:16,+0200,951650739805478914,melstone31,Dark Pool MelStone,,Top 50 NASDAQ Drops in Shorts   $opk $feye $bcrx $ogzpy $dbx $intc $nlok $agnc $aapl $expe $fold $insg $gntx $selb $sfix $prmw $fitb $bpy $spwh $dkng $mdb $pdd $wmg $amrn $tbio $gdx $cris $jmia $pgen $mrna $sbgi $mgni  https://t.co/dgtHxWXHhG,in,[],[],['https://pbs.twimg.com/media/Esxz6fAXcAk44ow.png'],3,4,11,[],"['opk', 'feye', 'bcrx', 'ogzpy', 'dbx', 'intc', 'nlok', 'agnc', 'aapl', 'expe', 'fold', 'insg', 'gntx', 'selb', 'sfix', 'prmw', 'fitb', 'bpy', 'spwh', 'dkng', 'mdb', 'pdd', 'wmg', 'amrn', 'tbio', 'gdx', 'cris', 'jmia', 'pgen', 'mrna', 'sbgi', 'mgni']",https://twitter.com/MelStone31/status/1354585044594126850,False,,1,https://pbs.twimg.com/media/Esxz6fAXcAk44ow.png,,,,,,,[],,,,
